dataset,n_estimators,perplexity,learning_rate,n_iter,N_top_features,min_cluster_size,min_samples,tsne_results,top_features,silhouette_score,cluster_labels,num_clusters
Dataset_4,25,5,5,2500,25,25,20,"[[ 10.027109  18.96414 ]
 [-35.022976  12.007021]
 [ 70.06552  -47.794964]
 ...
 [-42.03173  -17.426561]
 [ 34.334484 -41.508633]
 [-55.90411   17.392517]]","['Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.049216416,[ 1  1 -1 ...  1  1 -1],2
Dataset_4,25,5,5,2500,25,30,10,"[[ 10.027109  18.96414 ]
 [-35.022976  12.007021]
 [ 70.06552  -47.794964]
 ...
 [-42.03173  -17.426561]
 [ 34.334484 -41.508633]
 [-55.90411   17.392517]]","['Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.3125349,[ 3  3 -1 ...  3 -1  3],5
Dataset_4,25,5,5,2500,25,30,15,"[[ 10.027109  18.96414 ]
 [-35.022976  12.007021]
 [ 70.06552  -47.794964]
 ...
 [-42.03173  -17.426561]
 [ 34.334484 -41.508633]
 [-55.90411   17.392517]]","['Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.3144562,[ 3  3 -1 ...  3 -1  3],4
Dataset_4,25,5,5,2500,25,30,20,"[[ 10.027109  18.96414 ]
 [-35.022976  12.007021]
 [ 70.06552  -47.794964]
 ...
 [-42.03173  -17.426561]
 [ 34.334484 -41.508633]
 [-55.90411   17.392517]]","['Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.049216416,[ 1  1 -1 ...  1  1 -1],2
Dataset_4,25,5,5,2500,50,15,10,"[[ 17.024073 -31.383268]
 [-25.985458 -26.12484 ]
 [ 62.4971    43.138626]
 ...
 [-21.912209  46.704853]
 [ 32.488834 -19.391964]
 [-32.30216   18.285488]]","['Grouped_Neuro_Sensory', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Bone_ache_burning', 'Symptom_Other_ear_hearing_symptoms', 'Symptom_Ear_ear_pain', 'Symptom_Insomnia', 'Symptom_Low_temp', 'Symptom_Altered_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Heat_intolerance', 'Symptom_Chills_flushing_sweats', 'Symptom_Loss_of_taste', 'Symptom_Nightmares', 'Symptom_Cough_with_mucus', 'Symptom_Elevated_temp', 'Symptom_Headaches_stiff_neck', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Merged_temperature_other_temp_issues', 'Grouped_Cognitive_Memory', 'Symptom_Awakened_cannot_breathe', 'Symptom_Tinnitus', 'Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",0.05332267,[ 1  1 -1 ...  1  1  1],2
Dataset_4,25,5,5,2500,50,15,15,"[[ 17.024073 -31.383268]
 [-25.985458 -26.12484 ]
 [ 62.4971    43.138626]
 ...
 [-21.912209  46.704853]
 [ 32.488834 -19.391964]
 [-32.30216   18.285488]]","['Grouped_Neuro_Sensory', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Bone_ache_burning', 'Symptom_Other_ear_hearing_symptoms', 'Symptom_Ear_ear_pain', 'Symptom_Insomnia', 'Symptom_Low_temp', 'Symptom_Altered_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Heat_intolerance', 'Symptom_Chills_flushing_sweats', 'Symptom_Loss_of_taste', 'Symptom_Nightmares', 'Symptom_Cough_with_mucus', 'Symptom_Elevated_temp', 'Symptom_Headaches_stiff_neck', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Merged_temperature_other_temp_issues', 'Grouped_Cognitive_Memory', 'Symptom_Awakened_cannot_breathe', 'Symptom_Tinnitus', 'Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.0008029692,[ 1  1 -1 ...  1  1  1],2
Dataset_4,25,5,5,2500,50,15,20,"[[ 17.024073 -31.383268]
 [-25.985458 -26.12484 ]
 [ 62.4971    43.138626]
 ...
 [-21.912209  46.704853]
 [ 32.488834 -19.391964]
 [-32.30216   18.285488]]","['Grouped_Neuro_Sensory', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Bone_ache_burning', 'Symptom_Other_ear_hearing_symptoms', 'Symptom_Ear_ear_pain', 'Symptom_Insomnia', 'Symptom_Low_temp', 'Symptom_Altered_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Heat_intolerance', 'Symptom_Chills_flushing_sweats', 'Symptom_Loss_of_taste', 'Symptom_Nightmares', 'Symptom_Cough_with_mucus', 'Symptom_Elevated_temp', 'Symptom_Headaches_stiff_neck', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Merged_temperature_other_temp_issues', 'Grouped_Cognitive_Memory', 'Symptom_Awakened_cannot_breathe', 'Symptom_Tinnitus', 'Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.0033422895,[ 1  1 -1 ...  1  1  1],2
Dataset_4,25,5,5,2500,50,20,10,"[[ 17.024073 -31.383268]
 [-25.985458 -26.12484 ]
 [ 62.4971    43.138626]
 ...
 [-21.912209  46.704853]
 [ 32.488834 -19.391964]
 [-32.30216   18.285488]]","['Grouped_Neuro_Sensory', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Bone_ache_burning', 'Symptom_Other_ear_hearing_symptoms', 'Symptom_Ear_ear_pain', 'Symptom_Insomnia', 'Symptom_Low_temp', 'Symptom_Altered_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Heat_intolerance', 'Symptom_Chills_flushing_sweats', 'Symptom_Loss_of_taste', 'Symptom_Nightmares', 'Symptom_Cough_with_mucus', 'Symptom_Elevated_temp', 'Symptom_Headaches_stiff_neck', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Merged_temperature_other_temp_issues', 'Grouped_Cognitive_Memory', 'Symptom_Awakened_cannot_breathe', 'Symptom_Tinnitus', 'Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",0.05332267,[ 1  1 -1 ...  1  1  1],2
Dataset_4,25,5,5,2500,50,20,15,"[[ 17.024073 -31.383268]
 [-25.985458 -26.12484 ]
 [ 62.4971    43.138626]
 ...
 [-21.912209  46.704853]
 [ 32.488834 -19.391964]
 [-32.30216   18.285488]]","['Grouped_Neuro_Sensory', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Bone_ache_burning', 'Symptom_Other_ear_hearing_symptoms', 'Symptom_Ear_ear_pain', 'Symptom_Insomnia', 'Symptom_Low_temp', 'Symptom_Altered_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Heat_intolerance', 'Symptom_Chills_flushing_sweats', 'Symptom_Loss_of_taste', 'Symptom_Nightmares', 'Symptom_Cough_with_mucus', 'Symptom_Elevated_temp', 'Symptom_Headaches_stiff_neck', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Merged_temperature_other_temp_issues', 'Grouped_Cognitive_Memory', 'Symptom_Awakened_cannot_breathe', 'Symptom_Tinnitus', 'Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.08234417,[ 1  1 -1 ...  1  1  1],2
Dataset_4,25,5,5,2500,50,20,20,"[[ 17.024073 -31.383268]
 [-25.985458 -26.12484 ]
 [ 62.4971    43.138626]
 ...
 [-21.912209  46.704853]
 [ 32.488834 -19.391964]
 [-32.30216   18.285488]]","['Grouped_Neuro_Sensory', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Bone_ache_burning', 'Symptom_Other_ear_hearing_symptoms', 'Symptom_Ear_ear_pain', 'Symptom_Insomnia', 'Symptom_Low_temp', 'Symptom_Altered_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Heat_intolerance', 'Symptom_Chills_flushing_sweats', 'Symptom_Loss_of_taste', 'Symptom_Nightmares', 'Symptom_Cough_with_mucus', 'Symptom_Elevated_temp', 'Symptom_Headaches_stiff_neck', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Merged_temperature_other_temp_issues', 'Grouped_Cognitive_Memory', 'Symptom_Awakened_cannot_breathe', 'Symptom_Tinnitus', 'Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.0033422895,[ 1  1 -1 ...  1  1  1],2
Dataset_4,25,5,5,2500,50,25,10,"[[ 17.024073 -31.383268]
 [-25.985458 -26.12484 ]
 [ 62.4971    43.138626]
 ...
 [-21.912209  46.704853]
 [ 32.488834 -19.391964]
 [-32.30216   18.285488]]","['Grouped_Neuro_Sensory', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Bone_ache_burning', 'Symptom_Other_ear_hearing_symptoms', 'Symptom_Ear_ear_pain', 'Symptom_Insomnia', 'Symptom_Low_temp', 'Symptom_Altered_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Heat_intolerance', 'Symptom_Chills_flushing_sweats', 'Symptom_Loss_of_taste', 'Symptom_Nightmares', 'Symptom_Cough_with_mucus', 'Symptom_Elevated_temp', 'Symptom_Headaches_stiff_neck', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Merged_temperature_other_temp_issues', 'Grouped_Cognitive_Memory', 'Symptom_Awakened_cannot_breathe', 'Symptom_Tinnitus', 'Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",0.05332267,[ 1  1 -1 ...  1  1  1],2
Dataset_4,25,5,5,2500,50,25,15,"[[ 17.024073 -31.383268]
 [-25.985458 -26.12484 ]
 [ 62.4971    43.138626]
 ...
 [-21.912209  46.704853]
 [ 32.488834 -19.391964]
 [-32.30216   18.285488]]","['Grouped_Neuro_Sensory', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Bone_ache_burning', 'Symptom_Other_ear_hearing_symptoms', 'Symptom_Ear_ear_pain', 'Symptom_Insomnia', 'Symptom_Low_temp', 'Symptom_Altered_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Heat_intolerance', 'Symptom_Chills_flushing_sweats', 'Symptom_Loss_of_taste', 'Symptom_Nightmares', 'Symptom_Cough_with_mucus', 'Symptom_Elevated_temp', 'Symptom_Headaches_stiff_neck', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Merged_temperature_other_temp_issues', 'Grouped_Cognitive_Memory', 'Symptom_Awakened_cannot_breathe', 'Symptom_Tinnitus', 'Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.08234417,[ 1  1 -1 ...  1  1  1],2
Dataset_4,25,5,5,2500,50,25,20,"[[ 17.024073 -31.383268]
 [-25.985458 -26.12484 ]
 [ 62.4971    43.138626]
 ...
 [-21.912209  46.704853]
 [ 32.488834 -19.391964]
 [-32.30216   18.285488]]","['Grouped_Neuro_Sensory', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Bone_ache_burning', 'Symptom_Other_ear_hearing_symptoms', 'Symptom_Ear_ear_pain', 'Symptom_Insomnia', 'Symptom_Low_temp', 'Symptom_Altered_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Heat_intolerance', 'Symptom_Chills_flushing_sweats', 'Symptom_Loss_of_taste', 'Symptom_Nightmares', 'Symptom_Cough_with_mucus', 'Symptom_Elevated_temp', 'Symptom_Headaches_stiff_neck', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Merged_temperature_other_temp_issues', 'Grouped_Cognitive_Memory', 'Symptom_Awakened_cannot_breathe', 'Symptom_Tinnitus', 'Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.09578032,[ 1  1 -1 ...  1  1  1],2
Dataset_4,25,5,5,2500,50,30,10,"[[ 17.024073 -31.383268]
 [-25.985458 -26.12484 ]
 [ 62.4971    43.138626]
 ...
 [-21.912209  46.704853]
 [ 32.488834 -19.391964]
 [-32.30216   18.285488]]","['Grouped_Neuro_Sensory', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Bone_ache_burning', 'Symptom_Other_ear_hearing_symptoms', 'Symptom_Ear_ear_pain', 'Symptom_Insomnia', 'Symptom_Low_temp', 'Symptom_Altered_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Heat_intolerance', 'Symptom_Chills_flushing_sweats', 'Symptom_Loss_of_taste', 'Symptom_Nightmares', 'Symptom_Cough_with_mucus', 'Symptom_Elevated_temp', 'Symptom_Headaches_stiff_neck', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Merged_temperature_other_temp_issues', 'Grouped_Cognitive_Memory', 'Symptom_Awakened_cannot_breathe', 'Symptom_Tinnitus', 'Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.041153666,[ 1  1 -1 ...  1  1  1],2
Dataset_4,25,5,5,2500,50,30,15,"[[ 17.024073 -31.383268]
 [-25.985458 -26.12484 ]
 [ 62.4971    43.138626]
 ...
 [-21.912209  46.704853]
 [ 32.488834 -19.391964]
 [-32.30216   18.285488]]","['Grouped_Neuro_Sensory', 'Symptom_Cognitive_Functioning_executive', 'Symptom_Cognitive_Functioning_thinking', 'Symptom_Bone_ache_burning', 'Symptom_Other_ear_hearing_symptoms', 'Symptom_Ear_ear_pain', 'Symptom_Insomnia', 'Symptom_Low_temp', 'Symptom_Altered_smell', 'Symptom_Reproductive_all_menstrual_issues', 'Symptom_Speech_difficulty_finding_words', 'Symptom_Change_sensitivity_to_meds', 'Symptom_Heat_intolerance', 'Symptom_Chills_flushing_sweats', 'Symptom_Loss_of_taste', 'Symptom_Nightmares', 'Symptom_Cough_with_mucus', 'Symptom_Elevated_temp', 'Symptom_Headaches_stiff_neck', 'Symptom_Extreme_thirst', 'Symptom_Altered_taste', 'Symptom_Merged_temperature_other_temp_issues', 'Grouped_Cognitive_Memory', 'Symptom_Awakened_cannot_breathe', 'Symptom_Tinnitus', 'Symptom_Constipation', 'Symptom_Vivid_dreams', 'Symptom_Dry_cough', 'Symptom_Loss_of_smell', 'Symptom_Fever', 'Symptom_Changes_in_voice', 'Symptom_Headaches_base_of_skull', 'Symptom_Night_sweats', 'Symptom_Dizziness_vertigo', 'Grouped_Respiratory_Cardiac', 'Symptom_Muscle_aches', 'Symptom_SkinAllergy_itchy_skin', 'Symptom_Waking_up_in_night', 'Symptom_Joint_pain', 'Symptom_Headaches_diffuse', 'Symptom_Headaches_temples', 'Symptom_Pain_burning_chest', 'Symptom_Acid_reflux', 'Symptom_Difficulty_falling_asleep', 'Symptom_Temp_lability', 'Symptom_Sore_throat', 'Symptom_Sensations_coldness', 'Symptom_Sleep_other', 'Symptom_Headaches_behind_eyes', 'Symptom_Sensations_weakness']",-0.08234417,[ 1  1 -1 ...  1  1  1],2
